Store Name,Street Address,City,State,Postal Code,Country,Phone Number,Latitude,Longitude,Opening Hours
"adidas Originals Store Delhi, DLF Promenade","Shop 101 Nelson Mandela Marg DLF Emporio Mall, Vasant Kuni",Delhi,Delhi,110070,IN,+911140347164,28.5436,77.1568,10:30 - 21:30
